"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"
"1"	2.33954299895313	1.01071028011168	0.339873093892707	0.371304296072396	1.40161498391297	0.625792337384103	0.875928080744402	0.424880552203581	2.86198415919273	6.83510124715	1.6761968587243	2.95163054794316	1.83568335902368	3.23223216849203	0.518589516248005	3.37532346535749	1.73673653274727	0.279432748965209	0.897462974552813	0.626132109061727	1.96435275452833	0.32359427673219	1.27437684577411	0.389717325126217	0.474984022716202	2.68204873557413	0.937353652315307	0.819093758465857	0.469546407382775	1.54981647607467	0.973351746223208	0.251558774373561	0.624001084970944	0.435144651501291	0.169593228130061	1.41039067982082	3.38380499272144	3.87731155403159	0.288711995840406	0.238366533778462	0.289992184821383	2.55040257543901	0.667199532170475	1.24093594363717	3.18724235072378	1.68932311726287	3.63564224675435	2.3520861292662	7.79731615455012	1.93888891279734
"2"	0.152105301836329	0.35816463224354	1.22111828816181	1.40140289050814	0.656159240428192	0.713557248836069	0.545024456496883	0.517542386214549	2.02606312340224	0.412217807370483	6.32208032430055	1.5589292479921	0.671656259606505	0.347403910069047	0.446127952602362	1.83758995184507	0.742872768331556	1.45850026668292	0.35617376299314	0.427552034387411	1.33169951194049	1.41731218462056	0.755794893982671	0.843763872943684	0.376248867616812	4.52160064476424	0.58986177161697	1.02475410068358	1.70459952872868	0.406797792330578	3.54509536588618	0.965743809161618	0.927087269053886	0.601734084847899	1.19691513035892	2.31453610514584	2.71746809268661	2.48420566647729	1.43062861608933	2.68806376729832	1.2828739551059	0.530220492272934	2.03642629829619	1.73149168345111	0.434458897694243	0.56586961059086	1.04845410446103	0.836074738585069	1.59523392841424	8.16156594459458
"3"	0.806142783209723	1.62306206197927	1.1137961050932	0.705789203761327	3.19568601134552	1.45118778532272	1.02032013773307	1.12897880322916	0.889756450189746	1.15137050877878	0.423893092836753	0.368686049860424	0.197933191655472	0.914428437878056	2.25387497067871	0.274505188499106	3.18521662784237	3.8018686116187	0.447571600163045	0.331585054377709	5.14136152387121	0.526011343915682	1.43506162745765	0.384813868299601	0.852177996133623	1.30924542560898	1.26536546523615	0.571006942965704	1.59469274329163	2.33073109891001	0.262241626348162	2.31286645909248	1.16127637815206	5.94551160286429	0.958443409041307	2.21247990022566	2.56908005938262	0.375781264987241	3.0240184346995	0.884362352406666	0.412018017034102	1.44877709901076	2.074333491236	0.91568086289779	0.976295446652819	0.724958403295256	1.25286840424763	0.857961657166163	4.10050543209697	4.26086909926789
"4"	0.962338573975896	1.12651386946423	1.6259948310451	0.799073813356261	0.986849835963027	2.62297060087635	1.16259232779766	0.913610257580149	0.306885064328531	0.28299640429924	5.93060028395451	0.437541684340794	0.758808273959921	1.4198151434953	8.0850200161854	3.35269092997818	1.15124066147846	1.90095057964122	0.118802594857748	0.680375955352569	0.48876328206119	0.621346157698355	0.781235123441181	0.173370523077278	2.00523155493462	0.720019419835983	3.4222189268434	2.27173439236847	1.0070602130296	0.423571323476131	12.5235538844074	1.36716647356324	1.49249080132108	5.68132174818564	2.30294839234391	1.39146347069281	0.392740221725694	0.464318334207195	0.290941915861841	0.758802195295026	5.09972417375606	0.238214062705136	0.0667999477344851	0.796742219739772	1.20423258321835	0.183651596082813	0.704417780814324	0.784025010058157	0.915665187744303	0.750993850570783
"5"	0.769363352835158	0.46758104225701	0.891484448468059	1.5617939528424	5.12566535365388	3.12299611189161	0.8537545002885	0.415684016071833	6.88587670995556	0.187597595304626	1.66691792631834	0.346283612007686	0.712295103353896	3.32088676312481	12.8001417094701	1.96725254728532	0.640789842492926	1.01688750347148	1.27331584169662	0.855251719743807	2.56941901978005	1.28455491368126	2.97908348049761	1.56627185819984	3.85887936541562	1.4968982304828	3.57692165839193	0.418205282406612	59.6772273371714	0.475401967457172	0.450386052914133	2.11028304047332	0.609062424454773	0.791340883963691	0.310823496932283	1.37822731250223	5.12427391619406	2.1630496162324	5.52795738965371	0.369562365592157	0.138995327669091	2.27332030665034	0.266259868864264	2.30639865117631	0.997407682963307	2.93651731491752	0.809656075716261	2.29427971504473	1.15877720742978	0.509168679154961
"6"	2.05329073798679	1.59281837109644	0.427627020361296	0.363871478760977	0.545564027718726	1.06732353346045	3.20674932799984	0.190238621005316	0.266556936445463	1.19550586687362	1.67423432515054	0.778425304288615	0.24180456024069	0.0650601106522332	0.511404599654748	0.485053676727409	2.21748139077421	0.479266667478272	1.26835824464165	11.5363125633685	5.40422001449782	0.162626981625404	1.21638205077931	0.856779917190733	1.34346415856351	0.544152800467622	9.35189391819858	1.55144021232804	0.267410297330791	2.52988631941211	0.119929519273014	1.23818117326	1.0051137456672	0.346242305548639	1.85786687455664	0.196291078517717	3.14966336310475	1.71012965243316	0.113665399013886	0.885762820707866	0.283852354477476	3.31545971366024	1.00972603398873	2.12482910092764	1.31958758924454	0.778947176040289	0.579565773457024	1.78240534689127	8.96488089910919	3.15383654864022
"7"	0.664158435576312	1.10859151962267	6.41096194647798	0.697977791254385	7.81390227216715	2.20760532925328	0.32160182739322	0.573249739314346	0.323868378059296	2.74197244836905	0.437746420169392	1.6759022973807	2.0190588439926	4.65273072327607	2.9243161786921	1.16706796366506	3.13314300353499	2.2760785691125	0.334719808449057	0.60287095659068	0.931165779274779	0.38345842320093	0.170599276266102	1.61602662388232	0.466276268780261	1.44607490459793	0.452363099081948	2.92343919625326	0.825710142875888	0.97115420522705	0.371304744424395	2.12712184424578	0.940644470476402	1.54593018455415	0.667597725114326	1.3998386748968	0.0763288253336867	0.696254161796329	0.739827012912226	3.62514031646864	1.15015574680609	0.460376411497534	2.04620110370188	0.499887788954704	0.417827025900887	2.03297675345582	2.58635448033413	0.115444031523107	1.02621157438272	0.249792479467671
"8"	0.429670988345807	1.03607307414017	1.25365756449448	1.3183624580823	0.303207913279077	0.0658619409737493	1.23331754644565	0.246026651814552	0.66033025440424	0.851678739255533	2.77013890861629	0.666762926113885	1.99992132589076	0.564162670904428	1.18927233543019	0.8338148043407	0.618535651772856	0.347491158261457	1.52267865262471	1.48924313295595	1.57944589699346	2.11763832722434	2.87839706959178	1.12506115819069	0.170020936270375	3.40898868192337	1.01307104043115	2.89608883755196	0.640737121661844	0.279069148667564	2.67822485193771	0.201182644065828	2.35007875805678	0.665435532112574	0.116258589691124	1.80188145048481	2.1909505210518	3.53479625626993	3.07196058619934	3.62703186899849	0.324995056297611	0.936883202190899	1.52665796493323	0.866426474150436	0.660935831511368	2.95194329826743	0.933542149252345	3.16193663391049	0.364021732326728	4.26195473527276
"9"	2.81280776426388	1.97739602202573	1.04158182421571	1.30638386080559	6.09361940421384	0.767047960944607	10.1448502982245	0.975639367222068	0.354583108915919	0.536598312136545	0.337441093721479	0.441956737920301	1.47251210472104	1.2024852614269	0.516135037093015	2.50759601934089	0.950884709786323	0.501124822375309	0.197290459580209	0.53636105664236	0.334682383193939	0.315105328030221	1.99169183564244	3.07758509526029	0.479592514233359	2.02093716414289	0.702487526263846	3.93911589038824	0.505081961496891	0.560490188346433	0.714892191084085	0.275224961789572	4.18492457830675	1.50382262944288	1.09530330565934	0.428437213631213	5.31960499626884	0.540351492756061	3.70239048962274	3.12990540117537	3.83431300192712	0.58127117500174	0.618146431330512	0.899030070565341	2.54447992937726	0.779434215838703	0.16549142263011	0.921999400559169	0.691033131116149	4.59948485090514
"10"	1.27093361331272	0.339878784812864	1.98113685975176	1.61312736694989	0.78094653052512	1.78579183748934	3.1740636229643	0.652163829066654	0.53821577300345	4.28488427730197	0.321462332662335	9.13905192499773	0.449682629367485	17.072705640233	1.09474758399503	0.390397395732315	1.10924663019185	4.25838693822583	0.988331737721382	0.662506638843027	8.0261777310991	0.88495394359013	1.25417125605197	1.39771983987544	0.646126016473492	0.182205237189007	1.05730083234061	3.27034084716348	1.25998265990958	1.34360712712086	3.80975640336251	0.893957081969384	8.38445628670006	1.26266789272352	1.53047154663276	0.22943257597145	8.12123677608367	0.742531016908893	4.5032560717697	1.21898383396045	1.48959925516173	2.94912210818842	0.394934265826091	0.387553741340671	3.67363629537976	3.98252687734982	3.47281911734393	5.06558970407287	2.01947934048386	0.795252982578258
